N,P,K,target
40.75,52.19,54.85,Ampalaya
46.24,22.18,82.47,Ampalaya
49.46,29.68,14.02,Ampalaya
59.13,47.53,16.2,Ampalaya
69.23,56.93,44.48,Ampalaya
51.62,58.11,65.95,Ampalaya
49.62,27.19,58.94,Ampalaya
50.93,-10.08,10.67,Ampalaya
48.13,89.07,30.28,Ampalaya
53.54,79.04,56.95,Ampalaya
73.08,99.97,23.57,Ampalaya
57.6,44.43,68.11,Ampalaya
28.38,1.63,33.23,Ampalaya
49.64,69.52,8.2,Ampalaya
52.92,63.4,47.24,Ampalaya
58.17,84.8,27.51,Ampalaya
56.17,76.13,51.65,Ampalaya
47.7,73.34,50.59,Ampalaya
55.29,102.28,13.48,Ampalaya
53.14,65.99,8.4,Ampalaya
45.82,54.48,47.63,Ampalaya
46.01,58.14,44.24,Ampalaya
49.08,32.1,37.08,Ampalaya
44.8,34.72,47.79,Ampalaya
63.82,29.22,37.28,Ampalaya
42.28,46.79,35.37,Ampalaya
41.68,4.13,60.0,Ampalaya
57.65,54.0,17.97,Ampalaya
47.63,67.69,34.37,Ampalaya
68.69,116.43,46.82,Ampalaya
50.45,44.44,33.05,Ampalaya
42.16,2.78,50.3,Ampalaya
58.26,89.79,35.67,Ampalaya
62.42,52.11,46.52,Ampalaya
48.92,70.36,32.39,Ampalaya
40.82,33.3,35.58,Ampalaya
53.58,59.48,51.85,Ampalaya
55.64,16.61,74.4,Ampalaya
51.28,26.83,45.78,Ampalaya
45.93,62.86,49.03,Ampalaya
72.08,-23.21,52.34,Ampalaya
48.39,43.3,51.1,Ampalaya
44.89,50.25,43.69,Ampalaya
42.68,58.07,30.51,Ampalaya
52.39,52.22,26.4,Ampalaya
47.9,31.05,15.92,Ampalaya
32.78,63.79,44.98,Ampalaya
58.2,46.17,49.9,Ampalaya
52.06,50.02,69.98,Ampalaya
67.68,94.3,22.48,Ampalaya
36.6,22.83,50.46,Ampalaya
69.99,41.43,24.18,Ampalaya
53.21,49.96,33.79,Ampalaya
41.38,54.48,41.13,Ampalaya
42.97,54.91,55.29,Ampalaya
49.94,-2.27,56.78,Ampalaya
67.39,60.49,43.54,Ampalaya
61.88,48.75,49.39,Ampalaya
51.12,32.16,68.01,Ampalaya
70.72,0.63,58.52,Ampalaya
41.39,38.67,28.56,Ampalaya
64.11,41.62,40.87,Ampalaya
53.89,10.42,-1.95,Ampalaya
55.9,52.83,54.42,Ampalaya
71.16,1.94,40.3,Ampalaya
34.92,54.8,52.11,Ampalaya
61.32,63.52,59.57,Ampalaya
53.12,32.69,56.34,Ampalaya
51.16,72.93,50.7,Ampalaya
60.35,44.52,44.24,Ampalaya
43.09,50.43,55.86,Ampalaya
44.88,40.99,81.06,Ampalaya
48.83,57.33,52.41,Ampalaya
52.84,107.14,35.31,Ampalaya
41.67,31.91,43.12,Ampalaya
51.03,28.16,40.36,Ampalaya
60.59,62.12,34.41,Ampalaya
39.67,55.57,41.17,Ampalaya
63.56,40.8,39.37,Ampalaya
68.47,49.32,57.52,Ampalaya
51.44,-4.88,47.4,Ampalaya
42.53,18.01,50.91,Ampalaya
63.62,37.68,38.84,Ampalaya
47.95,66.63,42.26,Ampalaya
32.1,82.8,33.04,Ampalaya
39.02,55.73,35.52,Ampalaya
49.06,48.49,55.61,Ampalaya
50.24,73.24,10.29,Ampalaya
57.01,24.84,49.8,Ampalaya
44.98,-28.51,73.29,Ampalaya
39.37,2.73,36.88,Ampalaya
59.67,77.75,35.51,Ampalaya
55.47,63.64,56.68,Ampalaya
62.9,64.31,25.54,Ampalaya
53.87,81.32,49.41,Ampalaya
61.88,65.02,76.28,Ampalaya
47.1,24.58,37.61,Ampalaya
43.11,43.92,64.64,Ampalaya
44.53,111.51,37.07,Ampalaya
43.39,75.6,29.66,Ampalaya
43.97,51.12,56.57,Ampalaya
50.29,103.7,63.38,Ampalaya
59.55,26.75,44.55,Ampalaya
19.9,47.79,47.1,Ampalaya
43.7,55.79,52.03,Ampalaya
56.5,109.48,59.37,Ampalaya
37.56,76.15,41.54,Ampalaya
40.15,7.98,26.3,Ampalaya
42.22,-11.6,62.15,Ampalaya
50.87,32.8,62.3,Ampalaya
61.88,85.8,63.38,Ampalaya
40.19,14.43,25.25,Ampalaya
25.33,49.97,36.01,Ampalaya
39.96,33.71,55.95,Ampalaya
54.3,102.48,32.42,Ampalaya
35.0,13.12,46.87,Ampalaya
31.61,14.17,25.21,Ampalaya
53.18,21.74,43.11,Ampalaya
39.28,59.4,36.79,Ampalaya
53.94,74.95,29.84,Ampalaya
57.64,67.58,41.49,Ampalaya
42.59,8.11,59.63,Ampalaya
54.11,54.74,42.58,Ampalaya
62.8,35.4,41.25,Ampalaya
54.44,10.69,68.7,Ampalaya
59.6,62.95,66.65,Ampalaya
51.5,7.43,35.54,Ampalaya
68.91,67.38,45.51,Ampalaya
28.12,32.99,63.44,Ampalaya
43.82,61.96,34.4,Ampalaya
45.67,112.09,2.83,Ampalaya
28.49,94.19,41.16,Ampalaya
34.87,18.76,49.62,Ampalaya
55.09,75.59,53.53,Ampalaya
53.26,73.82,29.41,Ampalaya
50.53,-12.94,41.36,Ampalaya
51.57,71.47,54.24,Ampalaya
44.42,86.08,34.69,Ampalaya
47.44,28.22,20.68,Ampalaya
38.81,55.48,46.74,Ampalaya
49.32,56.08,26.07,Ampalaya
49.33,84.9,53.26,Ampalaya
50.58,23.92,37.84,Ampalaya
45.68,5.96,61.67,Ampalaya
58.1,6.93,43.34,Ampalaya
36.51,24.45,73.69,Ampalaya
60.19,-21.43,29.89,Ampalaya
43.38,31.4,67.5,Ampalaya
51.96,36.93,80.47,Ampalaya
31.1,23.8,30.15,Ampalaya
43.64,84.19,53.64,Ampalaya
57.58,24.47,35.66,Ampalaya
29.93,131.08,47.17,Ampalaya
50.34,-3.48,44.99,Ampalaya
33.38,0.16,40.28,Ampalaya
51.18,70.47,69.05,Ampalaya
52.81,30.12,78.7,Ampalaya
55.44,61.95,7.37,Ampalaya
64.45,45.99,59.55,Ampalaya
52.46,71.76,51.7,Ampalaya
35.66,10.06,72.08,Ampalaya
38.22,19.33,17.01,Ampalaya
39.57,60.7,45.55,Ampalaya
43.77,71.62,54.85,Ampalaya
59.77,133.24,39.05,Ampalaya
54.16,36.44,45.51,Ampalaya
52.29,72.42,44.29,Ampalaya
49.0,79.74,35.97,Ampalaya
38.98,102.41,48.47,Ampalaya
54.82,83.48,48.8,Ampalaya
53.11,60.41,39.52,Ampalaya
49.7,74.43,42.59,Ampalaya
51.96,52.94,48.81,Ampalaya
49.35,70.31,65.32,Ampalaya
54.15,58.01,73.57,Ampalaya
45.43,35.21,59.98,Ampalaya
41.87,5.96,35.89,Ampalaya
47.82,14.26,42.49,Ampalaya
43.34,80.59,29.45,Ampalaya
45.53,54.51,51.51,Ampalaya
45.32,88.26,31.1,Ampalaya
56.19,47.37,37.83,Ampalaya
47.52,26.84,21.94,Ampalaya
42.23,57.54,64.63,Ampalaya
54.61,68.34,54.44,Ampalaya
55.49,55.03,49.94,Ampalaya
50.25,69.57,48.03,Ampalaya
67.87,81.16,44.44,Ampalaya
38.12,-16.69,46.79,Ampalaya
47.73,54.58,35.21,Ampalaya
39.24,118.12,42.62,Ampalaya
58.55,32.87,37.99,Ampalaya
68.47,42.12,35.18,Ampalaya
50.45,57.11,48.06,Ampalaya
65.62,38.2,69.0,Ampalaya
45.13,86.22,48.61,Ampalaya
53.12,17.71,52.91,Ampalaya
29.84,75.39,31.27,Ampalaya
57.35,29.27,69.65,Ampalaya
45.44,68.39,48.05,Ampalaya
48.63,45.17,53.36,Ampalaya
59.34,53.01,69.82,Ampalaya
48.39,13.59,40.3,Ampalaya
41.82,2.88,46.72,Ampalaya
45.11,26.1,56.65,Ampalaya
66.4,57.8,46.77,Ampalaya
59.74,23.19,48.82,Ampalaya
38.83,99.53,45.02,Ampalaya
39.45,62.38,65.29,Ampalaya
51.61,53.33,41.89,Ampalaya
49.7,19.16,65.27,Ampalaya
48.8,10.66,61.16,Ampalaya
60.78,68.57,42.93,Ampalaya
51.54,34.66,60.58,Ampalaya
46.44,74.08,73.89,Ampalaya
43.75,75.91,45.68,Ampalaya
42.12,69.88,43.9,Ampalaya
35.36,72.05,24.1,Ampalaya
58.03,50.0,55.72,Ampalaya
39.87,57.41,23.11,Ampalaya
38.82,61.96,34.39,Ampalaya
52.44,51.06,55.28,Ampalaya
77.77,27.61,46.95,Ampalaya
54.58,-8.06,22.37,Ampalaya
54.45,120.43,65.07,Ampalaya
62.7,17.29,35.64,Ampalaya
49.07,79.79,23.48,Ampalaya
31.02,75.42,47.9,Ampalaya
41.32,20.73,62.43,Ampalaya
55.46,60.3,50.74,Ampalaya
68.58,92.44,47.37,Ampalaya
39.36,138.68,47.07,Ampalaya
52.98,52.0,34.9,Ampalaya
41.32,-18.94,74.34,Ampalaya
45.57,31.49,28.55,Ampalaya
59.52,92.01,61.59,Ampalaya
79.72,80.72,53.42,Ampalaya
56.46,54.71,41.05,Ampalaya
54.14,16.86,54.61,Ampalaya
53.04,51.66,46.96,Ampalaya
44.56,-3.33,52.42,Ampalaya
58.12,26.23,48.31,Ampalaya
61.17,86.82,33.61,Ampalaya
50.27,108.01,56.35,Ampalaya
55.85,39.35,28.18,Ampalaya
43.23,-45.97,52.47,Ampalaya
42.13,36.96,37.21,Ampalaya
56.27,5.85,78.88,Ampalaya
47.96,42.07,58.93,Ampalaya
38.04,49.61,31.68,Ampalaya
48.42,17.62,77.07,Ampalaya
51.77,73.61,44.24,Ampalaya
55.44,71.62,48.45,Ampalaya
71.42,39.32,45.1,Ampalaya
50.54,14.24,50.51,Ampalaya
41.46,14.9,58.73,Ampalaya
62.21,64.56,18.82,Ampalaya
48.1,14.48,44.05,Ampalaya
44.97,30.77,46.14,Ampalaya
53.04,100.15,32.25,Ampalaya
32.28,34.02,35.47,Ampalaya
33.62,45.66,34.3,Ampalaya
36.52,30.98,47.27,Ampalaya
64.99,44.15,55.05,Ampalaya
47.94,53.94,36.26,Ampalaya
50.86,30.26,22.98,Ampalaya
51.87,12.2,49.52,Ampalaya
62.57,127.2,59.42,Ampalaya
57.16,37.72,58.66,Ampalaya
59.94,61.98,44.6,Ampalaya
37.91,51.71,37.11,Ampalaya
57.38,48.27,41.27,Ampalaya
50.7,94.83,19.07,Ampalaya
43.61,71.83,-4.39,Ampalaya
58.23,32.9,34.39,Ampalaya
47.4,80.55,61.58,Ampalaya
70.42,53.06,79.22,Ampalaya
55.85,21.32,36.61,Ampalaya
60.27,35.75,40.86,Ampalaya
54.18,83.24,19.51,Ampalaya
49.92,132.13,42.03,Ampalaya
54.73,40.24,50.82,Ampalaya
65.35,79.09,36.27,Ampalaya
61.56,70.6,29.89,Ampalaya
55.4,61.92,49.72,Ampalaya
34.41,55.08,46.72,Ampalaya
46.47,69.87,41.63,Ampalaya
37.48,2.5,62.59,Ampalaya
47.42,47.53,54.75,Ampalaya
49.88,36.98,35.42,Ampalaya
51.07,63.1,37.91,Ampalaya
43.18,22.43,37.11,Ampalaya
38.9,69.64,56.71,Ampalaya
58.09,80.19,75.52,Ampalaya
45.84,13.74,10.38,Ampalaya
54.02,99.45,21.56,Ampalaya
49.15,25.85,12.18,Ampalaya
42.99,74.64,59.32,Ampalaya
50.08,10.42,30.55,Ampalaya
44.39,40.84,57.63,Ampalaya
49.93,15.05,5.21,Ampalaya
51.58,15.31,27.51,Ampalaya
49.04,59.28,54.48,Ampalaya
44.35,55.89,26.91,Ampalaya
46.28,77.91,51.02,Ampalaya
41.7,71.37,45.6,Ampalaya
46.84,54.47,54.68,Ampalaya
34.95,53.04,33.27,Ampalaya
30.89,104.82,53.71,Ampalaya
60.96,59.47,34.65,Ampalaya
44.47,85.79,49.9,Ampalaya
25.71,35.8,43.41,Ampalaya
61.61,24.36,29.91,Ampalaya
35.77,37.32,63.75,Ampalaya
58.96,56.78,42.03,Ampalaya
58.25,19.96,33.55,Ampalaya
37.65,55.35,73.53,Ampalaya
53.22,59.69,40.76,Ampalaya
66.19,67.46,50.6,Ampalaya
46.86,70.4,51.28,Ampalaya
60.86,67.33,53.71,Ampalaya
56.0,16.42,20.74,Ampalaya
54.65,24.29,75.21,Ampalaya
51.18,38.09,53.75,Ampalaya
60.94,24.41,25.61,Ampalaya
50.03,86.55,61.39,Ampalaya
44.12,52.09,53.43,Ampalaya
50.36,36.53,34.53,Ampalaya
66.71,43.44,46.7,Ampalaya
70.27,98.65,55.82,Ampalaya
61.75,58.37,33.87,Ampalaya
43.79,111.09,52.98,Ampalaya
51.41,61.28,59.48,Ampalaya
68.9,17.95,57.72,Ampalaya
53.15,33.31,51.37,Ampalaya
51.2,31.59,51.38,Ampalaya
54.27,12.92,39.36,Ampalaya
73.09,6.34,22.52,Ampalaya
42.79,67.38,55.51,Ampalaya
50.33,89.97,61.55,Ampalaya
49.38,23.38,51.25,Ampalaya
48.37,0.98,44.85,Ampalaya
77.24,56.4,48.68,Ampalaya
59.5,85.96,56.98,Ampalaya
52.79,19.71,48.97,Ampalaya
45.66,56.74,49.48,Ampalaya
66.04,27.41,57.24,Ampalaya
58.63,71.37,44.35,Ampalaya
25.04,77.8,70.9,Ampalaya
51.6,57.27,28.87,Ampalaya
30.82,94.61,62.4,Ampalaya
61.05,61.57,30.44,Ampalaya
58.63,44.03,74.67,Ampalaya
42.52,43.57,68.71,Ampalaya
51.24,42.9,28.54,Ampalaya
39.42,76.55,11.87,Ampalaya
40.41,74.55,26.6,Ampalaya
50.7,45.7,31.11,Ampalaya
49.97,61.73,42.02,Ampalaya
56.88,71.01,42.0,Ampalaya
34.2,33.92,79.13,Ampalaya
36.32,19.35,82.83,Ampalaya
49.81,8.36,46.95,Ampalaya
53.95,58.44,42.44,Ampalaya
55.16,65.0,44.31,Ampalaya
36.06,49.89,30.23,Ampalaya
58.87,97.75,23.81,Ampalaya
47.89,56.55,52.96,Ampalaya
34.17,31.67,42.67,Ampalaya
39.75,26.33,47.64,Ampalaya
42.06,66.41,45.84,Ampalaya
54.21,-27.19,56.27,Ampalaya
63.39,28.12,21.63,Ampalaya
40.85,32.4,55.3,Ampalaya
46.92,45.65,40.29,Ampalaya
51.03,98.89,43.43,Ampalaya
52.29,-19.5,56.5,Ampalaya
67.68,60.21,54.16,Ampalaya
46.28,51.74,45.01,Ampalaya
46.72,88.67,64.96,Ampalaya
50.01,51.14,63.17,Ampalaya
55.99,86.77,36.17,Ampalaya
57.94,78.79,43.07,Ampalaya
63.21,58.28,42.68,Ampalaya
41.52,40.82,57.47,Ampalaya
47.37,2.56,48.09,Ampalaya
56.89,-14.33,60.55,Ampalaya
48.58,30.94,38.33,Ampalaya
42.38,59.57,42.86,Ampalaya
44.63,80.35,20.52,Ampalaya
62.62,24.27,61.24,Ampalaya
42.75,9.46,54.93,Ampalaya
51.35,66.49,51.86,Ampalaya
70.06,53.27,38.82,Ampalaya
57.83,20.39,41.89,Ampalaya
62.86,30.44,35.98,Ampalaya
46.49,17.32,54.57,Ampalaya
56.24,95.82,41.11,Ampalaya
45.8,29.1,38.35,Ampalaya
54.56,63.77,65.58,Ampalaya
44.58,-4.77,46.88,Ampalaya
37.64,41.5,32.05,Ampalaya
29.92,83.12,39.38,Ampalaya
43.84,44.93,31.68,Ampalaya
52.99,61.81,18.69,Ampalaya
56.98,53.05,54.48,Ampalaya
44.12,25.56,72.57,Ampalaya
64.68,6.71,55.72,Ampalaya
43.04,38.75,56.27,Ampalaya
64.29,-40.92,53.59,Ampalaya
45.57,46.98,65.47,Ampalaya
44.65,9.56,51.21,Ampalaya
63.48,44.04,55.01,Ampalaya
49.54,64.55,23.26,Ampalaya
58.64,94.32,30.13,Ampalaya
49.5,38.79,37.88,Ampalaya
51.46,99.44,57.05,Ampalaya
42.59,33.63,49.52,Ampalaya
56.09,43.94,60.8,Ampalaya
46.28,26.45,62.72,Ampalaya
53.2,27.05,31.01,Ampalaya
49.15,-16.18,49.5,Ampalaya
42.83,51.78,38.3,Ampalaya
49.18,44.78,59.73,Ampalaya
37.3,24.9,23.48,Ampalaya
46.12,35.99,39.05,Ampalaya
69.57,43.54,18.5,Ampalaya
30.5,22.99,54.07,Ampalaya
33.51,10.66,43.14,Ampalaya
63.92,28.89,42.63,Ampalaya
51.4,7.37,55.07,Ampalaya
42.36,92.2,49.48,Ampalaya
53.81,37.79,51.64,Ampalaya
61.63,32.37,38.57,Ampalaya
54.93,52.42,47.3,Ampalaya
60.22,29.41,34.39,Ampalaya
55.97,61.46,29.82,Ampalaya
58.63,12.31,40.13,Ampalaya
38.54,42.44,58.8,Ampalaya
40.74,68.7,28.81,Ampalaya
46.65,82.67,40.27,Ampalaya
54.61,-3.36,46.84,Ampalaya
64.61,129.8,24.84,Ampalaya
44.35,40.99,49.37,Ampalaya
46.87,78.35,33.5,Ampalaya
48.13,75.78,48.4,Ampalaya
46.96,-28.66,51.58,Ampalaya
45.24,10.36,36.86,Ampalaya
67.76,71.93,44.57,Ampalaya
56.13,22.91,46.94,Ampalaya
43.61,3.62,44.69,Ampalaya
54.74,54.98,37.78,Ampalaya
48.21,68.74,24.29,Ampalaya
65.01,38.2,38.13,Ampalaya
66.24,47.08,19.17,Ampalaya
52.67,51.61,45.33,Ampalaya
56.91,27.43,43.71,Ampalaya
44.53,55.26,47.45,Ampalaya
32.59,31.86,55.46,Ampalaya
60.44,42.86,32.94,Ampalaya
41.34,7.63,51.82,Ampalaya
48.93,27.13,47.94,Ampalaya
56.56,33.01,45.65,Ampalaya
38.79,31.77,45.25,Ampalaya
39.53,42.18,34.64,Ampalaya
49.04,72.82,37.78,Ampalaya
40.02,75.28,55.36,Ampalaya
63.07,66.47,39.86,Ampalaya
49.88,44.2,68.4,Ampalaya
55.36,60.02,51.65,Ampalaya
55.17,74.07,9.6,Ampalaya
32.82,28.59,33.19,Ampalaya
40.18,93.25,49.31,Ampalaya
34.49,75.68,15.44,Ampalaya
34.07,82.22,52.21,Ampalaya
51.74,-17.65,30.26,Ampalaya
51.22,47.83,31.43,Ampalaya
60.44,20.92,81.84,Ampalaya
45.73,42.81,61.11,Ampalaya
65.37,39.29,34.09,Ampalaya
38.52,60.48,35.83,Ampalaya
42.07,32.98,47.31,Ampalaya
53.19,65.99,52.34,Ampalaya
73.53,47.47,38.81,Ampalaya
53.72,-10.45,51.83,Ampalaya
48.21,30.52,18.47,Ampalaya
43.6,52.39,43.33,Ampalaya
49.49,70.14,11.09,Ampalaya
41.69,79.86,40.57,Ampalaya
63.74,36.7,0.49,Ampalaya
69.08,27.87,10.71,Ampalaya
49.79,11.66,41.39,Ampalaya
57.39,40.51,27.38,Ampalaya
51.75,24.05,52.36,Ampalaya
49.82,13.57,40.04,Ampalaya
46.42,113.69,50.02,Ampalaya
55.71,64.45,69.46,Ampalaya
50.3,61.3,22.04,Ampalaya
51.01,54.37,50.43,Ampalaya
34.66,83.86,40.08,Ampalaya
62.34,17.27,38.7,Ampalaya
59.4,56.78,28.78,Ampalaya
44.5,93.27,41.91,Ampalaya
36.6,32.68,40.67,Ampalaya
52.9,87.42,58.31,Ampalaya
35.15,86.3,41.32,Ampalaya
46.08,54.78,53.22,Ampalaya
35.71,136.64,41.49,Ampalaya
50.07,32.56,48.29,Ampalaya
44.65,77.71,36.08,Ampalaya
57.03,63.45,62.45,Ampalaya
58.88,51.07,26.83,Ampalaya
43.26,54.45,24.57,Ampalaya
53.78,37.73,28.84,Ampalaya
54.34,29.79,34.9,Ampalaya
53.56,65.93,50.11,Ampalaya
42.26,93.61,47.48,Ampalaya
23.33,46.18,66.1,Patola
50.58,7.47,31.85,Patola
25.87,40.02,48.94,Patola
56.71,44.0,48.44,Patola
50.8,45.66,59.91,Patola
18.48,88.76,37.39,Patola
100.81,59.82,66.53,Patola
14.82,38.55,41.14,Patola
27.43,80.32,45.81,Patola
-0.17,0.82,40.77,Patola
82.55,37.56,47.16,Patola
42.97,-25.17,51.75,Patola
54.09,84.39,70.77,Patola
34.61,68.59,43.12,Patola
17.48,101.57,22.37,Patola
54.9,43.32,15.11,Patola
43.34,46.26,57.13,Patola
49.56,12.44,27.06,Patola
54.26,37.86,54.93,Patola
66.14,28.09,50.04,Patola
39.24,96.31,40.94,Patola
63.32,58.35,47.25,Patola
32.15,33.47,74.99,Patola
54.54,64.27,55.04,Patola
69.36,-11.95,42.22,Patola
57.25,48.99,63.8,Patola
45.28,40.72,70.81,Patola
8.32,67.83,47.22,Patola
57.28,73.27,74.47,Patola
44.42,74.5,36.6,Patola
67.89,14.39,35.39,Patola
75.68,72.36,59.03,Patola
115.0,59.99,63.41,Patola
86.65,30.53,29.81,Patola
10.74,80.89,49.07,Patola
68.35,96.24,48.39,Patola
69.48,6.87,28.21,Patola
70.2,53.18,37.85,Patola
54.34,44.46,46.64,Patola
67.86,26.58,64.68,Patola
118.08,45.17,38.4,Patola
-1.8,64.18,55.9,Patola
11.43,67.37,53.64,Patola
153.03,8.29,51.58,Patola
78.15,71.06,29.68,Patola
33.82,40.01,31.52,Patola
60.2,38.64,70.99,Patola
39.93,60.82,8.87,Patola
55.3,65.51,62.44,Patola
36.65,101.68,90.78,Patola
52.23,-21.9,54.19,Patola
70.14,38.06,37.18,Patola
59.08,57.2,62.53,Patola
61.58,29.63,65.92,Patola
60.44,61.85,36.45,Patola
7.9,43.84,55.42,Patola
63.58,7.57,58.77,Patola
58.06,46.52,51.46,Patola
43.02,46.67,71.27,Patola
47.77,25.72,44.92,Patola
111.43,73.82,69.4,Patola
72.21,83.9,53.09,Patola
72.89,18.64,46.24,Patola
37.44,76.88,32.31,Patola
65.99,67.03,30.81,Patola
104.26,68.61,41.54,Patola
44.6,103.39,60.16,Patola
73.9,63.87,35.96,Patola
30.61,56.78,45.71,Patola
72.47,65.46,56.77,Patola
100.44,74.38,44.41,Patola
61.99,23.07,34.62,Patola
69.28,71.39,44.51,Patola
57.56,46.5,18.03,Patola
114.11,-10.38,40.19,Patola
91.84,36.18,35.54,Patola
89.89,34.57,52.24,Patola
48.92,72.81,68.22,Patola
40.47,97.59,52.01,Patola
28.21,93.9,34.3,Patola
27.54,44.09,22.81,Patola
48.72,48.0,58.74,Patola
23.66,20.38,33.49,Patola
65.4,55.05,51.08,Patola
122.78,72.52,56.43,Patola
110.34,18.83,42.77,Patola
41.87,36.13,43.05,Patola
38.29,57.35,49.2,Patola
123.08,24.46,67.64,Patola
59.68,31.33,12.68,Patola
85.19,25.41,69.15,Patola
23.84,60.44,68.04,Patola
48.4,55.47,60.29,Patola
62.25,18.5,66.74,Patola
80.96,34.81,70.36,Patola
53.05,48.2,55.2,Patola
32.99,40.6,37.77,Patola
77.15,54.26,49.36,Patola
67.31,39.55,51.25,Patola
62.9,33.03,70.77,Patola
79.83,41.45,60.18,Patola
43.36,21.65,16.17,Patola
112.61,68.2,23.93,Patola
49.47,53.67,59.38,Patola
16.93,45.15,19.37,Patola
26.85,17.35,49.61,Patola
21.11,83.17,48.21,Patola
104.76,41.83,31.05,Patola
72.58,54.18,50.62,Patola
28.89,73.08,31.01,Patola
-9.08,67.2,53.62,Patola
74.51,31.0,73.94,Patola
58.78,23.05,67.39,Patola
34.9,80.93,62.07,Patola
77.88,25.49,36.65,Patola
87.75,30.84,32.17,Patola
43.76,55.89,38.88,Patola
66.92,68.0,64.37,Patola
41.29,104.66,87.55,Patola
42.35,27.67,54.07,Patola
103.79,81.67,55.71,Patola
33.42,13.5,56.48,Patola
98.53,50.7,45.14,Patola
73.84,31.05,70.06,Patola
75.41,36.01,27.07,Patola
72.41,51.02,64.12,Patola
58.55,69.38,44.11,Patola
78.83,35.4,48.79,Patola
66.57,68.62,44.28,Patola
102.52,18.34,45.6,Patola
50.24,82.63,69.82,Patola
15.57,-7.18,30.31,Patola
33.46,59.54,61.96,Patola
45.32,43.0,30.69,Patola
100.61,88.89,74.41,Patola
50.08,62.13,41.0,Patola
79.58,57.9,38.57,Patola
23.08,78.39,35.0,Patola
59.62,80.97,59.57,Patola
68.55,56.41,42.92,Patola
52.41,48.21,52.43,Patola
75.98,16.32,28.55,Patola
92.29,32.89,52.11,Patola
42.97,40.18,34.28,Patola
50.85,104.27,35.6,Patola
63.76,19.82,32.47,Patola
94.58,34.21,28.93,Patola
90.83,55.25,51.09,Patola
6.54,99.35,45.47,Patola
63.37,24.32,48.89,Patola
52.5,42.31,47.9,Patola
36.58,41.73,-1.99,Patola
108.14,59.97,58.17,Patola
52.12,88.24,29.1,Patola
124.91,57.92,54.94,Patola
72.44,41.88,49.33,Patola
106.76,39.34,60.76,Patola
74.96,49.13,49.55,Patola
73.45,4.29,50.68,Patola
10.39,102.81,28.74,Patola
82.76,33.71,80.25,Patola
95.51,51.56,23.72,Patola
72.43,80.06,54.55,Patola
30.99,-1.92,35.23,Patola
61.27,39.58,50.67,Patola
75.83,1.9,64.71,Patola
61.93,82.63,73.98,Patola
52.5,60.67,50.79,Patola
71.5,27.28,65.58,Patola
34.67,99.47,34.16,Patola
97.53,46.37,47.12,Patola
19.04,30.69,13.71,Patola
78.48,54.49,37.19,Patola
86.28,26.7,49.62,Patola
40.34,51.22,37.02,Patola
32.89,78.97,47.16,Patola
55.2,73.58,22.83,Patola
43.06,99.4,20.34,Patola
-5.21,43.06,37.52,Patola
38.25,112.11,12.0,Patola
75.19,77.7,42.14,Patola
71.87,70.23,52.93,Patola
22.5,26.22,45.62,Patola
20.61,65.0,27.43,Patola
42.6,-16.46,45.56,Patola
82.05,81.12,43.87,Patola
44.25,115.39,73.37,Patola
63.76,34.65,58.45,Patola
26.27,75.43,37.4,Patola
47.41,84.66,37.63,Patola
32.65,19.22,46.23,Patola
84.84,64.0,37.09,Patola
86.4,-2.06,46.47,Patola
90.41,23.22,53.02,Patola
16.46,51.17,57.31,Patola
87.85,103.24,56.83,Patola
64.77,88.83,36.95,Patola
51.01,62.62,57.83,Patola
64.06,49.62,42.81,Patola
91.15,46.47,44.87,Patola
51.7,66.8,63.88,Patola
62.98,98.85,42.11,Patola
79.78,35.93,55.31,Patola
91.75,69.45,51.2,Patola
20.47,-11.06,38.27,Patola
57.49,33.8,20.87,Patola
64.02,10.56,64.43,Patola
83.22,-3.7,51.15,Patola
51.73,20.81,50.39,Patola
92.14,39.78,41.59,Patola
90.63,42.13,44.83,Patola
26.97,34.31,49.3,Patola
77.92,13.02,44.16,Patola
77.71,11.74,60.4,Patola
26.77,58.43,43.18,Patola
79.28,34.14,39.27,Patola
16.02,65.64,58.27,Patola
46.01,40.03,54.76,Patola
51.79,58.77,53.64,Patola
68.97,52.11,22.28,Patola
77.79,100.95,59.67,Patola
102.27,-7.81,50.9,Patola
40.59,49.74,44.35,Patola
43.53,-4.31,35.61,Patola
118.03,57.01,70.07,Patola
59.41,-10.86,61.61,Patola
10.6,51.55,39.89,Patola
103.62,74.96,79.38,Patola
41.84,63.46,35.23,Patola
29.07,34.34,53.34,Patola
64.73,72.65,42.17,Patola
43.93,82.0,47.54,Patola
75.68,41.93,66.64,Patola
20.99,58.6,30.48,Patola
76.14,47.42,58.9,Patola
67.82,27.04,33.52,Patola
104.76,70.65,51.05,Patola
64.05,31.37,61.16,Patola
6.64,25.01,43.64,Patola
51.96,68.1,29.42,Patola
55.1,57.47,48.38,Patola
66.32,42.15,83.41,Patola
85.5,100.33,50.31,Patola
29.01,13.99,22.09,Patola
112.6,-10.19,45.46,Patola
38.29,26.47,22.78,Patola
81.68,-10.19,48.46,Patola
89.46,51.21,29.21,Patola
66.03,59.99,18.39,Patola
50.2,22.29,26.63,Patola
77.08,56.36,50.77,Patola
40.68,33.17,38.24,Patola
30.29,91.13,57.51,Patola
104.49,85.71,55.94,Patola
56.04,33.97,53.84,Patola
37.64,41.43,29.81,Patola
34.41,20.01,41.52,Patola
